len_of_url,no_of_dots,security_sensitive_words,no_of_hyphens_in_dom,dir_len,no_of_subdir,domain_len,domain_token_count,path_token_count,ip_present,largest_domain_tok_len,avg_dom_token_len,largest_path_token_length,avg_path_token_length,suspicious tld,len_of_file,total_dots_in_file,total_delims_in_file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Lable,URL
45.0,6.0,0.0,0.0,17.0,2.0,25.0,4.0,2.0,0.0,14.0,5.5,9.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.sosservefestas.com.br/natal/filewords/...
55.0,5.0,0.0,0.0,29.0,3.0,11.0,2.0,3.0,0.0,7.0,5.0,11.0,8.333333333333334,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cmaaa15.org/wp-content/attachement/2016/document.php...
31.0,2.0,0.0,0.0,19.0,2.0,12.0,3.0,2.0,0.0,4.0,3.3333333333333335,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.faqs.org/faqs/robotics-faq/
49.0,6.0,1.0,0.0,6.0,1.0,29.0,3.0,1.0,0.0,22.0,9.0,4.0,4.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://silveirapiresadvogados.com.br/test/confirm.php...
14.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://isbntools.com/
37.0,2.0,0.0,0.0,8.0,1.0,29.0,3.0,1.0,0.0,21.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.prioritybookkeepingct.com/Follow/
18.0,1.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://linuxsecurity.com/
66.0,5.0,0.0,0.0,22.0,2.0,15.0,3.0,2.0,0.0,8.0,4.333333333333333,10.0,9.5,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://belafita.com.br/components/wordpress/7c32e6aa8a14165bdbad219c67...
33.0,3.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.vibrationdata.com/Laplace.htm
49.0,5.0,1.0,0.0,12.0,2.0,19.0,2.0,2.0,0.0,15.0,9.0,7.0,4.5,0.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://copalpublishing.com/captcha/pp/login-error.php...
20.0,3.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.liverweb.org.uk/
66.0,5.0,0.0,0.0,12.0,2.0,23.0,3.0,2.0,0.0,16.0,7.0,7.0,4.5,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://comercialadriano.com.br/_Macosx/13/610b9f5ada481c80a284d7056ce4...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mumbaimirror.com/
66.0,5.0,0.0,0.0,30.0,5.0,17.0,2.0,5.0,0.0,13.0,8.0,10.0,4.8,0.0,4.0,1.0,0.0,15.0,1.0,8.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"http://imperadorgate.com/bb/portalbb/home29,116/116/1/1.bb?ource=pampa..."
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.cbqmemphis.com/
63.0,6.0,0.0,0.0,19.0,2.0,24.0,3.0,2.0,0.0,16.0,7.333333333333333,11.0,8.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.danieleconstance.com/wp-includes/jscss/error_SignON.html...
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.flickingerwines.com/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.vterrain.org/
41.0,4.0,0.0,0.0,16.0,2.0,15.0,4.0,2.0,0.0,4.0,3.0,8.0,6.5,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.math.ubc.ca/~feldman/demos/demo8.html
66.0,4.0,0.0,0.0,54.0,1.0,9.0,2.0,1.0,0.0,6.0,4.0,52.0,52.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://luxard.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc/...
66.0,4.0,0.0,0.0,42.0,2.0,21.0,2.0,2.0,0.0,17.0,10.0,32.0,19.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://goodtimebeverages.com/welcome/d659ede556a106db94972d7e84249f69/...
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.careermuse.com/
66.0,8.0,1.0,0.0,1.0,0.0,52.0,6.0,0.0,0.0,19.0,7.833333333333333,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.ingdirect.it.randomstring.quovadisconsultores.cl/secureingd...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.nicolashair.com/
49.0,6.0,0.0,0.0,21.0,3.0,25.0,4.0,3.0,0.0,14.0,5.5,11.0,5.666666666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.servico24horas.com.br/wp-includes/css/aos/...
61.0,8.0,1.0,1.0,17.0,3.0,31.0,5.0,3.0,0.0,10.0,5.4,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secure.square.login-zxey.usa.cc/account/app/svc/login.html...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.falconjewel.com/
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.puyuanchem.com/
66.0,4.0,0.0,0.0,40.0,5.0,11.0,2.0,5.0,0.0,8.0,5.0,11.0,6.8,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/61eee82f8d79...
32.0,2.0,0.0,0.0,9.0,1.0,14.0,2.0,1.0,0.0,10.0,6.5,7.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cihansusam.com/Limited/index.php
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.perforation.biz/
12.0,1.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://dmalloc.com/
51.0,5.0,0.0,0.0,15.0,2.0,21.0,3.0,2.0,0.0,14.0,6.333333333333333,7.0,6.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.diamentebianco.pl/danti/modules/orangemailfr...
26.0,4.0,0.0,0.0,1.0,0.0,25.0,5.0,0.0,0.0,9.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://telerobot.mech.uwa.edu.au/
15.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.folica.com/
13.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,4.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.jeep.com/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.playbill.com/
17.0,1.0,0.0,2.0,1.0,0.0,16.0,2.0,0.0,0.0,13.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://pp-service-de.gq/
27.0,5.0,0.0,0.0,1.0,0.0,26.0,6.0,0.0,0.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hiroba.dqx.jp.ioszl.usa.cc/
30.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.hymesh.net/kowloinvestment
64.0,5.0,0.0,0.0,42.0,3.0,19.0,3.0,3.0,0.0,11.0,5.666666666666667,32.0,12.666666666666666,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.triveroquio.com/anie/3D/84c5c1539214d1fb32e9d759831c2fbf/...
32.0,4.0,1.0,1.0,1.0,0.0,31.0,5.0,0.0,0.0,10.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secure.square.login-svey.usa.cc/
51.0,5.0,1.0,2.0,15.0,2.0,27.0,3.0,2.0,0.0,20.0,8.333333333333334,7.0,6.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.inc-service-accounts.ml/webapps/11c75/websrc...
31.0,1.0,0.0,0.0,10.0,2.0,17.0,2.0,2.0,0.0,13.0,8.0,4.0,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://pratyakshahrs.com/old/putt/logo
13.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,8.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://dowjones.com/
66.0,10.0,0.0,0.0,13.0,1.0,19.0,2.0,1.0,0.0,15.0,9.0,11.0,11.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sweettoothrehab.com/wp-includes/www.usaa.com.inet.ent.logon.che...
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.solanocellars.com/
9.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://b-21.com/
66.0,4.0,0.0,0.0,25.0,2.0,27.0,4.0,2.0,0.0,11.0,6.0,13.0,11.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://numbers.computation.free.fr/Constants/Miscellaneous/bernoulli.html
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.allwriteresumes.com/
66.0,5.0,0.0,0.0,9.0,1.0,27.0,3.0,1.0,0.0,20.0,8.333333333333334,7.0,7.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://gz.airplanepilotlessons.com/SUCCESS/98660d3789f1367c9860095cee5...
48.0,7.0,0.0,0.0,15.0,2.0,26.0,4.0,2.0,0.0,15.0,5.75,7.0,6.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.lamarcerimonial.com.br/flores./share/2015...
31.0,1.0,0.0,0.0,11.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,9.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://acoms2008.com/~baggabuc/support
14.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,6.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://cabsec.nic.in/
38.0,3.0,0.0,0.0,13.0,3.0,16.0,3.0,3.0,0.0,9.0,4.666666666666667,3.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sonarcpap.com.br/tmp/aos/aos/index.htm
42.0,5.0,0.0,0.0,18.0,2.0,21.0,3.0,2.0,0.0,13.0,6.333333333333333,10.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.bdforexschool.com/upyou/newdropbox/...
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.newsfundas.com/
66.0,4.0,0.0,0.0,48.0,6.0,14.0,2.0,6.0,0.0,11.0,6.5,18.0,6.833333333333333,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/I...
42.0,5.0,0.0,1.0,19.0,2.0,20.0,3.0,2.0,0.0,12.0,6.0,10.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.glosin-group.com/wp-content/themes/...
57.0,5.0,0.0,0.0,26.0,3.0,28.0,3.0,3.0,0.0,20.0,8.666666666666666,11.0,7.333333333333333,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.pulsarchallengeforum.com/wp-template/lumpur/Paype/...
37.0,2.0,1.0,0.0,14.0,1.0,23.0,3.0,1.0,0.0,17.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://fbpagecancelblock.co.nf/confirmation/
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.goodresume.com/
35.0,4.0,1.0,0.0,10.0,2.0,16.0,4.0,2.0,0.0,7.0,3.25,5.0,3.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mx.mehirim.co.il/nl/login/index.php
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.transnational.org/
66.0,5.0,0.0,0.0,38.0,2.0,21.0,3.0,2.0,0.0,14.0,6.333333333333333,32.0,17.5,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://dutycosmeticos.com.br/www/1cf3a4a34da5a9ea8afb7a6615dd6a0b/inde...
61.0,8.0,1.0,1.0,17.0,3.0,31.0,5.0,3.0,0.0,10.0,5.4,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secure.square.login-rxey.usa.cc/account/app/svc/login.html...
38.0,3.0,0.0,0.0,18.0,3.0,20.0,4.0,3.0,0.0,9.0,4.25,9.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.idealterm.com.br/operation/mgs/es/
65.0,7.0,0.0,0.0,36.0,3.0,23.0,3.0,3.0,0.0,9.0,7.0,20.0,10.666666666666666,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://gator2013.hostgator.com/~sefinfo/zimbra.mobilefree.fr/mail/zim...
63.0,4.0,0.0,0.0,52.0,3.0,8.0,2.0,3.0,0.0,5.0,3.5,32.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mista.eu/phpThumb/document/dc6d29f1a4f7fc917ad17a4717c95048/...
66.0,5.0,0.0,0.0,19.0,3.0,20.0,2.0,3.0,0.0,17.0,9.5,7.0,5.0,0.0,0.0,0.0,0.0,27.0,1.0,21.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://interfacemedicare.ma/modules/01/others/?rand=13InboxLightaspxn....
30.0,1.0,0.0,0.0,17.0,2.0,13.0,2.0,2.0,0.0,9.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sarvanand.net/alibaba/scriped/
30.0,4.0,1.0,0.0,1.0,0.0,29.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secure.square.logindqx.usa.cc/
27.0,2.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://classicgunparts.tripod.com/
28.0,3.0,0.0,0.0,5.0,1.0,23.0,4.0,1.0,0.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.library.utoronto.ca/bsc/
63.0,5.0,0.0,0.0,46.0,3.0,14.0,3.0,3.0,0.0,7.0,4.0,32.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://artesmm.com.br/system/data/1c13ec9b5e5c5af788464ac79fcbd04b/...
36.0,2.0,1.0,1.0,18.0,2.0,18.0,3.0,2.0,0.0,12.0,5.333333333333333,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://helps-login1.at.ua/customer/support/
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.ajitjalandhar.com/
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.rudralife.com/
66.0,5.0,0.0,1.0,28.0,3.0,21.0,3.0,3.0,0.0,14.0,6.333333333333333,10.0,8.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.bel-sodeystvie.ru/carpress/wp-content/themes/twentyfourteen...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.paisleygates.com/
25.0,3.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.3shopp.com/logoff.htm
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.proresplus.com/
45.0,6.0,0.0,1.0,13.0,1.0,18.0,3.0,1.0,0.0,10.0,5.333333333333333,11.0,11.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.pdc-online.com/MySQLDumper/kontto.html...
13.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,8.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://buyreman.com/
14.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,5.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.sipri.org/
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.3brothersbakery.com/
66.0,5.0,0.0,0.0,41.0,5.0,19.0,3.0,5.0,0.0,12.0,5.666666666666667,9.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ensineonline.com.br/elite/enrol/usaa_com/usaa_com/inetlogon/ser...
56.0,5.0,0.0,0.0,37.0,5.0,16.0,3.0,5.0,0.0,9.0,4.666666666666667,9.0,6.2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.standline.ru/modules/spaw2/free/compte/moncompte/...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.whitecoffee.com/
47.0,6.0,1.0,0.0,13.0,2.0,22.0,3.0,2.0,0.0,14.0,6.666666666666667,8.0,5.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.theplantgrower.com/download/11/Login.htm...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,9.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.slrecords.us/
45.0,6.0,0.0,0.0,15.0,2.0,16.0,3.0,2.0,0.0,9.0,4.666666666666667,8.0,6.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.investnor.eu/validate/USAA/contact.php...
45.0,6.0,1.0,0.0,6.0,1.0,26.0,3.0,1.0,0.0,18.0,8.0,4.0,4.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.buzzwordpromotions.biz/cool/update.htm...
66.0,6.0,0.0,0.0,37.0,5.0,19.0,4.0,5.0,0.0,9.0,4.0,9.0,6.2,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.csdesigns.co.in/csdesigns/csd-admin/ini/system/info/allegro...
31.0,2.0,0.0,1.0,7.0,1.0,14.0,3.0,1.0,0.0,7.0,4.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.rael-sp.si/files/wetransfer
51.0,5.0,0.0,0.0,19.0,2.0,17.0,2.0,2.0,0.0,13.0,8.0,13.0,8.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://glorifyhimnow.com/boa/Bankofamerica/security.php...
66.0,5.0,0.0,0.0,25.0,4.0,10.0,3.0,4.0,0.0,3.0,2.6666666666666665,9.0,5.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.ilc.pl/ep/documents/document/0/e2f141db7df7b18fa76e58fed6b6...
65.0,4.0,1.0,0.0,14.0,2.0,17.0,2.0,2.0,0.0,13.0,8.0,7.0,5.5,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://trademediator.com/usaaone/usaa/Update%20Security%20Questions%2...
39.0,3.0,0.0,0.0,18.0,2.0,21.0,4.0,2.0,0.0,6.0,4.5,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://tech.groups.yahoo.com/group/eClippings/
17.0,2.0,0.0,0.0,4.0,1.0,13.0,3.0,1.0,0.0,6.0,3.6666666666666665,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://colors.in.com/in/
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.getinterviews.com/
